% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=644826524, Mon Jul 23 14:33:19 2012
0 0 2 0 0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0 2.0
1 10 2.50243395301 0 0 2.52557020827 2.5632444746 2.53421625223 2.59313014324 2.56180517348 2.52588761025 2.49239447831 2.48126731372 2.52227736777 2.52013438587
2 20 2.79695659805 0 0 2.79106344232 2.8894096407 2.81280992873 2.86245050406 2.83481820161 2.79207394515 2.76181573531 2.75291733057 2.78555667482 2.80374829229
3 30 2.75336315293 0 0 2.73688337762 2.83521801485 2.75671969952 2.82609882679 2.74860149775 2.75458421955 2.6925908372 2.70457784033 2.72254230709 2.75152474303
4 40 2.79385999732 0 0 2.73402714775 2.84787979644 2.82985181039 2.86664747678 2.75798390848 2.83637507275 2.69484964565 2.78275579137 2.72382621276 2.77545948706
5 50 2.58594081922 0 0 2.49846723929 2.59907321063 2.59144590127 2.62421322202 2.52844563784 2.59477188441 2.48773576428 2.55092361639 2.48206609312 2.53873720949
6 60 2.61900871207 0 0 2.49228823237 2.5909901075 2.60198892385 2.70639973306 2.56499800461 2.66107038066 2.50826785284 2.58877633832 2.48253989837 2.60287583585
7 70 2.52816198239 0 0 2.37396534692 2.46002428375 2.51650616586 2.59246664769 2.46124893105 2.56145356499 2.40024186727 2.51542352797 2.38986299962 2.49058999921
8 80 2.42416271688 0 0 2.2542411555 2.46874794345 2.4016234209 2.45834148916 2.34789052333 2.43021717949 2.27607041861 2.39148684138 2.31960701138 2.36253961456
9 90 2.39606943936 0 0 2.19922151864 2.44379120998 2.37330524138 2.39381350543 2.32876870948 2.43058927371 2.23394291566 2.35877476846 2.31783721117 2.33615548077
10 100 2.30867060323 0 0 2.0890150042 2.35266917713 2.26577210033 2.27785204127 2.21300319133 2.32626669796 2.13729116066 2.27600960312 2.22927207037 2.21813389965
11 110 2.2542195135 0 0 2.00783031474 2.27399107345 2.20912786844 2.22046090119 2.17964714992 2.26089641959 2.05742923915 2.19932577794 2.15106545905 2.14480656959
12 120 2.45643091065 0 0 2.15737058183 2.44066564362 2.42453623347 2.56503700276 2.47190266067 2.4694575825 2.22155137859 2.39030193359 2.31052624291 2.32983729255
13 130 2.62462599394 0 0 2.29014730638 2.57182783521 2.56766263295 2.88668748891 2.69390729168 2.65907042394 2.35050465271 2.63150961496 2.46044981411 2.46148952558
14 140 2.61770077061 0 0 2.2545303936 2.55022247613 2.54275346492 2.88182111314 2.73682070631 2.71193358876 2.31482691633 2.61872861328 2.42023966549 2.44877471385
15 150 2.67931500572 0 0 2.27539040181 2.64018105376 2.62056327396 2.97541419735 2.8321143058 2.77981209792 2.34247712818 2.74409805697 2.51136985577 2.48440244698
16 160 2.61917359424 0 0 2.21092971772 2.56702678352 2.54565765538 2.8805581229 2.75923604279 2.71949621036 2.29914283153 2.68853576805 2.48561155723 2.40230331067
17 170 2.46802118154 0 0 2.09099555313 2.38208024124 2.40519106993 2.69733286729 2.55828066337 2.53887104411 2.16620731048 2.52707712545 2.3240623414 2.25894407035
18 180 2.14511288818 0 0 1.82791887738 2.07049136629 2.07983752091 2.31796536359 2.22655810926 2.1747112697 1.88218665989 2.17605580298 1.99759426893 1.94928242488
19 190 1.8603996059 0 0 1.56344446003 1.78834074353 1.77734162895 1.97962590181 1.91890227992 1.86400602185 1.60747607516 1.88298777724 1.716870806 1.67032689271
20 200 1.75965755463 0 0 1.52494467219 1.66676408794 1.71671741528 1.8604682322 1.832868227 1.77645459973 1.49521151896 1.76718502474 1.6002638097 1.56725491728
21 210 1.78998578652 0 0 1.54027928817 1.72904015188 1.76084472969 1.87342748144 1.9327588493 1.81902583268 1.50146508641 1.77024265624 1.63732420168 1.57519261624
22 220 1.67646118257 0 0 1.43689166576 1.61026115258 1.6319294487 1.72893120544 1.8048779992 1.68900887515 1.40840094194 1.63111440519 1.51853037537 1.45176095822
23 230 1.62125086167 0 0 1.37156041308 1.54206222063 1.57160726967 1.65409666645 1.74809390012 1.66056881121 1.37886569399 1.57578994581 1.46253757551 1.38264401933
24 240 1.68723401243 0 0 1.40570758528 1.58022563934 1.62169596423 1.72404958795 1.88698559913 1.77208915392 1.4361555107 1.70183622223 1.55112488978 1.44726979045
