%  columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=644826524, Mon Jul 23 14:33:19 2012
0 0 2 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
1 10 2.50243395301 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2 20 2.79695659805 1.18468681065 0.986023026764 0.986023026764 0.986023026764 0.986023026764 0.986023026764 0.986023026764 0.986469302305 0.989886218095 1.0011554785 1.00957608449 1.18468681065
3 30 2.75336315293 1.1726571103 0.972243138794 0.972243138794 0.97259188782 0.974037834388 0.975155821394 0.976836948909 0.9842134346 0.987611658927 0.989639041516 1.0209704224 1.1726571103
4 40 2.79385999732 1.17887379805 0.955279563724 0.955279563724 0.957166342483 0.959440211378 0.962153648119 0.966247364647 0.973053630323 0.977738608081 1.00522944087 1.04296276715 1.17887379805
5 50 2.58594081922 1.16828036033 0.94183922647 0.94183922647 0.943215833523 0.946124829968 0.950475940983 0.954989883784 0.961130755918 0.996719233646 1.03182942436 1.05180518131 1.16828036033
6 60 2.61900871207 1.14968922098 0.927528706034 0.927528706034 0.929464972556 0.93494006163 0.940930612321 0.946290493321 0.95241337428 0.984020075853 1.02783674083 1.04477284603 1.14968922098
7 70 2.52816198239 1.16023841802 0.914137950942 0.914137950942 0.918009077718 0.923291246085 0.92765631383 0.937459604005 0.954306431967 0.971433217462 1.03089500127 1.08522595968 1.16023841802
8 80 2.42416271688 1.15417951094 0.904427097253 0.904427097253 0.907978296051 0.916547018191 0.91899972954 0.937623844289 0.954675440892 0.979342016594 1.02051292248 1.07251448997 1.15417951094
9 90 2.39606943936 1.16203295741 0.893852145399 0.893852145399 0.894570043285 0.903165964423 0.909166579076 0.938503221042 0.956380771101 0.970881348636 1.01478922065 1.10239613946 1.16203295741
10 100 2.30867060323 1.15522817167 0.881579787139 0.881579787139 0.888119859187 0.901313994662 0.914566442485 0.931652316118 0.9639431595 0.983415891798 1.00939530513 1.10806904756 1.15522817167
11 110 2.2542195135 1.14162937675 0.870940810079 0.870940810079 0.873050902319 0.901128448354 0.909998612303 0.921722126588 0.948478913313 0.979765093393 1.01933216547 1.09550896803 1.14162937675
12 120 2.45643091065 1.13792498674 0.859120660184 0.859120660184 0.877117071623 0.891152321635 0.896992028237 0.9097646215 0.944157251073 0.964132804953 1.01929610901 1.09297685829 1.13792498674
13 130 2.62462599394 1.19134189058 0.849167034413 0.849167034413 0.874069163391 0.878793158626 0.89153412179 0.907270120134 0.932981544658 0.959100474886 1.02720131742 1.12044561088 1.19134189058
14 140 2.61770077061 1.26513191624 0.843048701352 0.843048701352 0.861661696284 0.868440934479 0.885913480961 0.920459784742 0.924597504176 0.949667288295 1.01340008033 1.14457454113 1.26513191624
15 150 2.67931500572 1.27589479994 0.841046795108 0.841046795108 0.849014980035 0.863020112417 0.87524435506 0.910460926376 0.915803934581 0.976405019703 1.02630214258 1.1332411249 1.27589479994
16 160 2.61917359424 1.34546823171 0.830686887598 0.830686887598 0.837809487084 0.858637770366 0.864127391761 0.902134542928 0.921298190555 0.96915358149 1.02290001623 1.13712073387 1.34546823171
17 170 2.46802118154 1.33950894391 0.820167988528 0.820167988528 0.828026745015 0.850230590875 0.873956746263 0.901304729075 0.932194382 0.965231172362 1.01642235903 1.13838026567 1.33950894391
18 180 2.14511288818 1.32448611124 0.809876669536 0.809876669536 0.826270492456 0.845798674423 0.873147125655 0.890304626106 0.920680494875 0.960258288318 1.03271878043 1.12695902329 1.32448611124
19 190 1.8603996059 1.31853794489 0.804377556198 0.804377556198 0.81935257148 0.8397727042 0.870075120454 0.880772673222 0.910917631771 0.949723060542 1.03952853732 1.12038038222 1.31853794489
20 200 1.75965755463 1.31047957996 0.796090753684 0.796090753684 0.81067238614 0.828377742379 0.856506829331 0.866416460913 0.902251036845 0.941396823147 1.03033851165 1.10955206642 1.31047957996
21 210 1.78998578652 1.31183448383 0.785919711117 0.785919711117 0.804529120031 0.834959099224 0.851177485376 0.858849044233 0.890261972538 0.94226810207 1.03730404717 1.12753995203 1.31183448383
22 220 1.67646118257 1.33804451345 0.780509594333 0.780509594333 0.792585918986 0.822502761605 0.840240994795 0.854046215701 0.898592212813 0.929696487322 1.05345868773 1.14313734124 1.33804451345
23 230 1.62125086167 1.33048768604 0.775881504659 0.775881504659 0.793288409175 0.810842007137 0.830100428076 0.847144896027 0.884417286809 0.916146964117 1.04794431912 1.13129663339 1.33048768604
24 240 1.68723401243 1.34137547382 0.772548429762 0.772548429762 0.792585118815 0.797732882499 0.83051220197 0.841682426366 0.870699450144 0.902493164214 1.0342916265 1.14918261211 1.34137547382
25 250 1.62924666374 1.40688286076 0.763912297682 0.763912297682 0.782277887435 0.799876315595 0.816923430279 0.839139216853 0.858445643731 0.908995813863 1.03654541095 1.17992366144 1.40688286076
26 260 1.49719752595 1.4111399548 0.752803768029 0.752803768029 0.772413085744 0.801566501211 0.817253763882 0.844858751117 0.866098739735 0.901299394667 1.03744315278 1.16575226643 1.4111399548
27 270 1.5051521426 1.39398907552 0.739986722172 0.739986722172 0.759946601002 0.791008847265 0.822580437388 0.8324643622 0.856988955405 0.914640355706 1.0473691111 1.16993843708 1.39398907552
28 280 1.43330951281 1.37942766825 0.732951691325 0.732951691325 0.770272995635 0.801641520347 0.818603369987 0.830484970188 0.874275802115 0.912115143065 1.03673022112 1.15454490438 1.37942766825
