Iteration,Objective,Score,MinOut,MaxOut,stdDevMinOutPos,stdDevMinOutNeg,StdDevMaxOutPos,StdDevMaxOutNeg,HyperplanePercentage
531,1.06244e+06,0,-0.802967,-nan,3.29885e-05,3.70048e-05,-nan,-nan,3.66999e-15
532,1.0624e+06,0,-0.802984,-nan,3.29891e-05,3.7031e-05,-nan,-nan,3.66995e-15
533,1.06236e+06,0,-0.803,-nan,3.29897e-05,3.7057e-05,-nan,-nan,3.66991e-15
534,1.06232e+06,0,-0.803016,-nan,3.29905e-05,3.70826e-05,-nan,-nan,3.66986e-15
535,1.06229e+06,0,-0.803031,-nan,3.29861e-05,3.71144e-05,-nan,-nan,3.66982e-15
536,1.06225e+06,0,-0.803047,-nan,3.29766e-05,3.71523e-05,-nan,-nan,3.66977e-15
537,1.06221e+06,0,-0.803062,-nan,3.29777e-05,3.71772e-05,-nan,-nan,3.66972e-15
538,1.06218e+06,0,-0.803077,-nan,3.29843e-05,3.71952e-05,-nan,-nan,3.66967e-15
539,1.06214e+06,0,-0.803092,-nan,3.29857e-05,3.72195e-05,-nan,-nan,3.66962e-15
540,1.0621e+06,0,-0.803107,-nan,3.29818e-05,3.72499e-05,-nan,-nan,3.66957e-15
541,1.06207e+06,0,-0.803122,-nan,3.29834e-05,3.72736e-05,-nan,-nan,3.66952e-15
542,1.06203e+06,0,-0.803136,-nan,3.29798e-05,3.73035e-05,-nan,-nan,3.66946e-15
543,1.062e+06,0,-0.80315,-nan,3.29816e-05,3.73267e-05,-nan,-nan,3.6694e-15
544,1.06197e+06,0,-0.803165,-nan,3.29781e-05,3.73561e-05,-nan,-nan,3.66935e-15
545,1.06193e+06,0,-0.803179,-nan,3.29801e-05,3.73788e-05,-nan,-nan,3.66929e-15
546,1.0619e+06,0,-0.803192,-nan,3.29874e-05,3.73947e-05,-nan,-nan,3.66922e-15
547,1.06187e+06,0,-0.803206,-nan,3.29948e-05,3.74104e-05,-nan,-nan,3.66916e-15
548,1.06183e+06,0,-0.803219,-nan,3.2997e-05,3.74323e-05,-nan,-nan,3.6691e-15
549,1.0618e+06,0,-0.803233,-nan,3.29939e-05,3.74604e-05,-nan,-nan,3.66903e-15
550,1.06177e+06,0,-0.803246,-nan,3.29962e-05,3.74819e-05,-nan,-nan,3.66897e-15
551,1.06174e+06,0,-0.803259,-nan,3.30039e-05,3.74965e-05,-nan,-nan,3.6689e-15
552,1.06171e+06,0,-0.803272,-nan,3.30011e-05,3.7524e-05,-nan,-nan,3.66883e-15
553,1.06168e+06,0,-0.803284,-nan,3.30035e-05,3.75446e-05,-nan,-nan,3.66876e-15
554,1.06165e+06,0,-0.803297,-nan,3.30061e-05,3.75651e-05,-nan,-nan,3.66869e-15
555,1.06162e+06,0,-0.803309,-nan,3.29981e-05,3.75984e-05,-nan,-nan,3.66861e-15
556,1.06159e+06,0,-0.803321,-nan,3.30008e-05,3.76184e-05,-nan,-nan,3.66854e-15
557,1.06156e+06,0,-0.803333,-nan,3.30141e-05,3.76251e-05,-nan,-nan,3.66846e-15
558,1.06153e+06,0,-0.803345,-nan,3.30168e-05,3.76446e-05,-nan,-nan,3.66839e-15
559,1.0615e+06,0,-0.803357,-nan,3.30143e-05,3.76705e-05,-nan,-nan,3.66831e-15
560,1.06147e+06,0,-0.803369,-nan,3.30172e-05,3.76896e-05,-nan,-nan,3.66823e-15
561,1.06144e+06,0,-0.80338,-nan,3.302e-05,3.77085e-05,-nan,-nan,3.66815e-15
562,1.06142e+06,0,-0.803392,-nan,3.30177e-05,3.77337e-05,-nan,-nan,3.66807e-15
563,1.06139e+06,0,-0.803403,-nan,3.30153e-05,3.77587e-05,-nan,-nan,3.66799e-15
564,1.06136e+06,0,-0.803414,-nan,3.30236e-05,3.77704e-05,-nan,-nan,3.6679e-15
565,1.06134e+06,0,-0.803425,-nan,3.30319e-05,3.77819e-05,-nan,-nan,3.66782e-15
566,1.06131e+06,0,-0.803436,-nan,3.30349e-05,3.77997e-05,-nan,-nan,3.66773e-15
567,1.06128e+06,0,-0.803446,-nan,3.3038e-05,3.78173e-05,-nan,-nan,3.66765e-15
568,1.06126e+06,0,-0.803457,-nan,3.30411e-05,3.78348e-05,-nan,-nan,3.66756e-15
569,1.06123e+06,0,-0.803467,-nan,3.30442e-05,3.7852e-05,-nan,-nan,3.66747e-15
570,1.06121e+06,0,-0.803478,-nan,3.30473e-05,3.7869e-05,-nan,-nan,3.66738e-15
571,1.06118e+06,0,-0.803488,-nan,3.30451e-05,3.78924e-05,-nan,-nan,3.66729e-15
572,1.06116e+06,0,-0.803498,-nan,3.30483e-05,3.7909e-05,-nan,-nan,3.6672e-15
573,1.06114e+06,0,-0.803508,-nan,3.30568e-05,3.79189e-05,-nan,-nan,3.6671e-15
574,1.06111e+06,0,-0.803518,-nan,3.306e-05,3.79352e-05,-nan,-nan,3.66701e-15
575,1.06109e+06,0,-0.803528,-nan,3.30685e-05,3.79447e-05,-nan,-nan,3.66691e-15
576,1.06107e+06,0,-0.803537,-nan,3.30664e-05,3.79671e-05,-nan,-nan,3.66682e-15
577,1.06104e+06,0,-0.803547,-nan,3.30697e-05,3.79828e-05,-nan,-nan,3.66672e-15
578,1.06102e+06,0,-0.803556,-nan,3.30729e-05,3.79984e-05,-nan,-nan,3.66662e-15
579,1.061e+06,0,-0.803565,-nan,3.30709e-05,3.80203e-05,-nan,-nan,3.66653e-15
580,1.06098e+06,0,-0.803575,-nan,3.30635e-05,3.80487e-05,-nan,-nan,3.66643e-15
581,1.06095e+06,0,-0.803584,-nan,3.30668e-05,3.80637e-05,-nan,-nan,3.66633e-15
582,1.06093e+06,0,-0.803593,-nan,3.30753e-05,3.80719e-05,-nan,-nan,3.66622e-15
583,1.06091e+06,0,-0.803601,-nan,3.30733e-05,3.80932e-05,-nan,-nan,3.66612e-15
584,1.06089e+06,0,-0.80361,-nan,3.30766e-05,3.81076e-05,-nan,-nan,3.66602e-15
585,1.06087e+06,0,-0.803619,-nan,3.30799e-05,3.8122e-05,-nan,-nan,3.66591e-15
586,1.06085e+06,0,-0.803627,-nan,3.30884e-05,3.81295e-05,-nan,-nan,3.66581e-15
587,1.06083e+06,0,-0.803636,-nan,3.30917e-05,3.81435e-05,-nan,-nan,3.6657e-15
588,1.06081e+06,0,-0.803644,-nan,3.31003e-05,3.81507e-05,-nan,-nan,3.6656e-15
589,1.06079e+06,0,-0.803652,-nan,3.30983e-05,3.8171e-05,-nan,-nan,3.66549e-15
590,1.06077e+06,0,-0.80366,-nan,3.31015e-05,3.81845e-05,-nan,-nan,3.66538e-15
591,1.06075e+06,0,-0.803668,-nan,3.31048e-05,3.81978e-05,-nan,-nan,3.66527e-15
592,1.06073e+06,0,-0.803676,-nan,3.3108e-05,3.8211e-05,-nan,-nan,3.66516e-15
593,1.06071e+06,0,-0.803684,-nan,3.31113e-05,3.82241e-05,-nan,-nan,3.66505e-15
594,1.06069e+06,0,-0.803692,-nan,3.31145e-05,3.8237e-05,-nan,-nan,3.66494e-15
595,1.06067e+06,0,-0.8037,-nan,3.31178e-05,3.82497e-05,-nan,-nan,3.66483e-15
596,1.06066e+06,0,-0.803707,-nan,3.3121e-05,3.82623e-05,-nan,-nan,3.66472e-15
597,1.06064e+06,0,-0.803715,-nan,3.31242e-05,3.82747e-05,-nan,-nan,3.6646e-15
598,1.06062e+06,0,-0.803722,-nan,3.31221e-05,3.82937e-05,-nan,-nan,3.66449e-15
599,1.0606e+06,0,-0.803729,-nan,3.31253e-05,3.83059e-05,-nan,-nan,3.66437e-15
600,1.06059e+06,0,-0.803736,-nan,3.31338e-05,3.83112e-05,-nan,-nan,3.66426e-15
601,1.06057e+06,0,-0.803744,-nan,3.3137e-05,3.83231e-05,-nan,-nan,3.66414e-15
602,1.06055e+06,0,-0.803751,-nan,3.31349e-05,3.83415e-05,-nan,-nan,3.66402e-15
603,1.06053e+06,0,-0.803758,-nan,3.31381e-05,3.83531e-05,-nan,-nan,3.66391e-15
604,1.06052e+06,0,-0.803764,-nan,3.31465e-05,3.83579e-05,-nan,-nan,3.66379e-15
605,1.0605e+06,0,-0.803771,-nan,3.31496e-05,3.83693e-05,-nan,-nan,3.66367e-15
606,1.06049e+06,0,-0.803778,-nan,3.31528e-05,3.83805e-05,-nan,-nan,3.66355e-15
607,1.06047e+06,0,-0.803785,-nan,3.31559e-05,3.83916e-05,-nan,-nan,3.66343e-15
608,1.06045e+06,0,-0.803791,-nan,3.31537e-05,3.84092e-05,-nan,-nan,3.66331e-15
609,1.06044e+06,0,-0.803798,-nan,3.31567e-05,3.842e-05,-nan,-nan,3.66318e-15
610,1.06042e+06,0,-0.803804,-nan,3.31598e-05,3.84307e-05,-nan,-nan,3.66306e-15
611,1.06041e+06,0,-0.80381,-nan,3.31629e-05,3.84412e-05,-nan,-nan,3.66294e-15
612,1.06039e+06,0,-0.803817,-nan,3.31659e-05,3.84517e-05,-nan,-nan,3.66281e-15
613,1.06038e+06,0,-0.803823,-nan,3.31689e-05,3.8462e-05,-nan,-nan,3.66269e-15
614,1.06036e+06,0,-0.803829,-nan,3.31719e-05,3.84722e-05,-nan,-nan,3.66256e-15
615,1.06035e+06,0,-0.803835,-nan,3.31696e-05,3.8489e-05,-nan,-nan,3.66244e-15
616,1.06033e+06,0,-0.803841,-nan,3.31725e-05,3.8499e-05,-nan,-nan,3.66231e-15
617,1.06032e+06,0,-0.803847,-nan,3.31755e-05,3.85088e-05,-nan,-nan,3.66219e-15
618,1.06031e+06,0,-0.803852,-nan,3.31837e-05,3.85119e-05,-nan,-nan,3.66206e-15
619,1.06029e+06,0,-0.803858,-nan,3.3176e-05,3.85349e-05,-nan,-nan,3.66193e-15
620,1.06028e+06,0,-0.803864,-nan,3.31789e-05,3.85444e-05,-nan,-nan,3.6618e-15
621,1.06026e+06,0,-0.803869,-nan,3.31818e-05,3.85538e-05,-nan,-nan,3.66167e-15
622,1.06025e+06,0,-0.803875,-nan,3.31847e-05,3.85631e-05,-nan,-nan,3.66154e-15
623,1.06024e+06,0,-0.80388,-nan,3.31875e-05,3.85722e-05,-nan,-nan,3.66141e-15
624,1.06022e+06,0,-0.803886,-nan,3.31904e-05,3.85813e-05,-nan,-nan,3.66128e-15
625,1.06021e+06,0,-0.803891,-nan,3.31985e-05,3.85836e-05,-nan,-nan,3.66115e-15
626,1.0602e+06,0,-0.803896,-nan,3.32066e-05,3.85857e-05,-nan,-nan,3.66102e-15
627,1.06019e+06,0,-0.803902,-nan,3.32147e-05,3.85878e-05,-nan,-nan,3.66089e-15
628,1.06017e+06,0,-0.803907,-nan,3.32174e-05,3.85965e-05,-nan,-nan,3.66075e-15
629,1.06016e+06,0,-0.803912,-nan,3.32202e-05,3.8605e-05,-nan,-nan,3.66062e-15
630,1.06015e+06,0,-0.803917,-nan,3.32176e-05,3.86202e-05,-nan,-nan,3.66049e-15
631,1.06014e+06,0,-0.803922,-nan,3.32149e-05,3.86352e-05,-nan,-nan,3.66035e-15
632,1.06013e+06,0,-0.803927,-nan,3.32123e-05,3.86502e-05,-nan,-nan,3.66022e-15
633,1.06011e+06,0,-0.803932,-nan,3.3215e-05,3.86584e-05,-nan,-nan,3.66008e-15
634,1.0601e+06,0,-0.803936,-nan,3.32229e-05,3.86597e-05,-nan,-nan,3.65995e-15
635,1.06009e+06,0,-0.803941,-nan,3.32255e-05,3.86677e-05,-nan,-nan,3.65981e-15
636,1.06008e+06,0,-0.803946,-nan,3.32281e-05,3.86756e-05,-nan,-nan,3.65967e-15
637,1.06007e+06,0,-0.80395,-nan,3.32307e-05,3.86833e-05,-nan,-nan,3.65954e-15
638,1.06006e+06,0,-0.803955,-nan,3.32333e-05,3.8691e-05,-nan,-nan,3.6594e-15
639,1.06005e+06,0,-0.80396,-nan,3.32358e-05,3.86986e-05,-nan,-nan,3.65926e-15
640,1.06004e+06,0,-0.803964,-nan,3.32383e-05,3.87061e-05,-nan,-nan,3.65912e-15
641,1.06003e+06,0,-0.803968,-nan,3.32462e-05,3.87068e-05,-nan,-nan,3.65898e-15
642,1.06001e+06,0,-0.803973,-nan,3.32486e-05,3.87142e-05,-nan,-nan,3.65884e-15
643,1.06e+06,0,-0.803977,-nan,3.32511e-05,3.87214e-05,-nan,-nan,3.6587e-15
644,1.05999e+06,0,-0.803981,-nan,3.32535e-05,3.87286e-05,-nan,-nan,3.65856e-15
645,1.05998e+06,0,-0.803986,-nan,3.3256e-05,3.87357e-05,-nan,-nan,3.65842e-15
646,1.05997e+06,0,-0.80399,-nan,3.32584e-05,3.87427e-05,-nan,-nan,3.65828e-15
647,1.05996e+06,0,-0.803994,-nan,3.32607e-05,3.87496e-05,-nan,-nan,3.65814e-15
648,1.05995e+06,0,-0.803998,-nan,3.32631e-05,3.87564e-05,-nan,-nan,3.658e-15
649,1.05994e+06,0,-0.804002,-nan,3.32654e-05,3.87632e-05,-nan,-nan,3.65786e-15
650,1.05994e+06,0,-0.804006,-nan,3.32678e-05,3.87699e-05,-nan,-nan,3.65771e-15
651,1.05993e+06,0,-0.80401,-nan,3.32647e-05,3.87832e-05,-nan,-nan,3.65757e-15
652,1.05992e+06,0,-0.804014,-nan,3.32617e-05,3.87964e-05,-nan,-nan,3.65743e-15
653,1.05991e+06,0,-0.804017,-nan,3.3264e-05,3.88029e-05,-nan,-nan,3.65728e-15
654,1.0599e+06,0,-0.804021,-nan,3.32662e-05,3.88093e-05,-nan,-nan,3.65714e-15
655,1.05989e+06,0,-0.804025,-nan,3.32738e-05,3.88088e-05,-nan,-nan,3.657e-15
656,1.05988e+06,0,-0.804029,-nan,3.32706e-05,3.88218e-05,-nan,-nan,3.65685e-15
657,1.05987e+06,0,-0.804032,-nan,3.32728e-05,3.88279e-05,-nan,-nan,3.65671e-15
658,1.05986e+06,0,-0.804036,-nan,3.3275e-05,3.8834e-05,-nan,-nan,3.65656e-15
659,1.05985e+06,0,-0.804039,-nan,3.32771e-05,3.884e-05,-nan,-nan,3.65641e-15
660,1.05985e+06,0,-0.804043,-nan,3.32793e-05,3.88459e-05,-nan,-nan,3.65627e-15
661,1.05984e+06,0,-0.804046,-nan,3.32814e-05,3.88518e-05,-nan,-nan,3.65612e-15
662,1.05983e+06,0,-0.80405,-nan,3.32835e-05,3.88576e-05,-nan,-nan,3.65597e-15
663,1.05982e+06,0,-0.804053,-nan,3.32802e-05,3.887e-05,-nan,-nan,3.65583e-15
664,1.05981e+06,0,-0.804056,-nan,3.32823e-05,3.88757e-05,-nan,-nan,3.65568e-15
665,1.0598e+06,0,-0.80406,-nan,3.32843e-05,3.88813e-05,-nan,-nan,3.65553e-15
666,1.0598e+06,0,-0.804063,-nan,3.32863e-05,3.88868e-05,-nan,-nan,3.65538e-15
667,1.05979e+06,0,-0.804066,-nan,3.32883e-05,3.88923e-05,-nan,-nan,3.65523e-15
668,1.05978e+06,0,-0.804069,-nan,3.32903e-05,3.88977e-05,-nan,-nan,3.65509e-15
669,1.05977e+06,0,-0.804073,-nan,3.32976e-05,3.88962e-05,-nan,-nan,3.65494e-15
670,1.05977e+06,0,-0.804076,-nan,3.32995e-05,3.89015e-05,-nan,-nan,3.65479e-15
671,1.05976e+06,0,-0.804079,-nan,3.33015e-05,3.89067e-05,-nan,-nan,3.65464e-15
672,1.05975e+06,0,-0.804082,-nan,3.33034e-05,3.89118e-05,-nan,-nan,3.65449e-15
673,1.05974e+06,0,-0.804085,-nan,3.33052e-05,3.89169e-05,-nan,-nan,3.65434e-15
674,1.05974e+06,0,-0.804088,-nan,3.33071e-05,3.8922e-05,-nan,-nan,3.65419e-15
675,1.05973e+06,0,-0.804091,-nan,3.3309e-05,3.89269e-05,-nan,-nan,3.65403e-15
676,1.05972e+06,0,-0.804094,-nan,3.33108e-05,3.89318e-05,-nan,-nan,3.65388e-15
677,1.05972e+06,0,-0.804096,-nan,3.33126e-05,3.89367e-05,-nan,-nan,3.65373e-15
678,1.05971e+06,0,-0.804099,-nan,3.33144e-05,3.89415e-05,-nan,-nan,3.65358e-15
679,1.0597e+06,0,-0.804102,-nan,3.33109e-05,3.8953e-05,-nan,-nan,3.65343e-15
680,1.0597e+06,0,-0.804105,-nan,3.33126e-05,3.89576e-05,-nan,-nan,3.65328e-15
681,1.05969e+06,0,-0.804108,-nan,3.33144e-05,3.89623e-05,-nan,-nan,3.65312e-15
682,1.05968e+06,0,-0.80411,-nan,3.33215e-05,3.89601e-05,-nan,-nan,3.65297e-15
683,1.05968e+06,0,-0.804113,-nan,3.33232e-05,3.89646e-05,-nan,-nan,3.65282e-15
684,1.05967e+06,0,-0.804116,-nan,3.33249e-05,3.8969e-05,-nan,-nan,3.65266e-15
685,1.05966e+06,0,-0.804118,-nan,3.33265e-05,3.89734e-05,-nan,-nan,3.65251e-15
686,1.05966e+06,0,-0.804121,-nan,3.33282e-05,3.89778e-05,-nan,-nan,3.65236e-15
687,1.05965e+06,0,-0.804123,-nan,3.33299e-05,3.89821e-05,-nan,-nan,3.6522e-15
688,1.05965e+06,0,-0.804126,-nan,3.33315e-05,3.89863e-05,-nan,-nan,3.65205e-15
689,1.05964e+06,0,-0.804128,-nan,3.33331e-05,3.89905e-05,-nan,-nan,3.65189e-15
690,1.05963e+06,0,-0.804131,-nan,3.33347e-05,3.89947e-05,-nan,-nan,3.65174e-15
691,1.05963e+06,0,-0.804133,-nan,3.33363e-05,3.89988e-05,-nan,-nan,3.65158e-15
692,1.05962e+06,0,-0.804135,-nan,3.33379e-05,3.90029e-05,-nan,-nan,3.65143e-15
693,1.05962e+06,0,-0.804138,-nan,3.33394e-05,3.90069e-05,-nan,-nan,3.65127e-15
694,1.05961e+06,0,-0.80414,-nan,3.33463e-05,3.90041e-05,-nan,-nan,3.65111e-15
695,1.05961e+06,0,-0.804142,-nan,3.33478e-05,3.9008e-05,-nan,-nan,3.65096e-15
696,1.0596e+06,0,-0.804145,-nan,3.33493e-05,3.90118e-05,-nan,-nan,3.6508e-15
697,1.05959e+06,0,-0.804147,-nan,3.33455e-05,3.90224e-05,-nan,-nan,3.65065e-15
698,1.05959e+06,0,-0.804149,-nan,3.33469e-05,3.90262e-05,-nan,-nan,3.65049e-15
699,1.05958e+06,0,-0.804151,-nan,3.33484e-05,3.90299e-05,-nan,-nan,3.65033e-15
700,1.05958e+06,0,-0.804154,-nan,3.33498e-05,3.90336e-05,-nan,-nan,3.65018e-15
701,1.05957e+06,0,-0.804156,-nan,3.33513e-05,3.90373e-05,-nan,-nan,3.65002e-15
702,1.05957e+06,0,-0.804158,-nan,3.33527e-05,3.90409e-05,-nan,-nan,3.64986e-15
703,1.05956e+06,0,-0.80416,-nan,3.33541e-05,3.90444e-05,-nan,-nan,3.6497e-15
704,1.05956e+06,0,-0.804162,-nan,3.33555e-05,3.90479e-05,-nan,-nan,3.64954e-15
705,1.05955e+06,0,-0.804164,-nan,3.33568e-05,3.90514e-05,-nan,-nan,3.64939e-15
706,1.05955e+06,0,-0.804166,-nan,3.33582e-05,3.90548e-05,-nan,-nan,3.64923e-15
707,1.05954e+06,0,-0.804168,-nan,3.33595e-05,3.90582e-05,-nan,-nan,3.64907e-15
708,1.05954e+06,0,-0.80417,-nan,3.33555e-05,3.90684e-05,-nan,-nan,3.64891e-15
709,1.05953e+06,0,-0.804172,-nan,3.33568e-05,3.90717e-05,-nan,-nan,3.64875e-15
710,1.05953e+06,0,-0.804174,-nan,3.33581e-05,3.9075e-05,-nan,-nan,3.64859e-15
711,1.05952e+06,0,-0.804176,-nan,3.33594e-05,3.90782e-05,-nan,-nan,3.64843e-15
712,1.05952e+06,0,-0.804178,-nan,3.33607e-05,3.90814e-05,-nan,-nan,3.64827e-15
713,1.05952e+06,0,-0.80418,-nan,3.3362e-05,3.90845e-05,-nan,-nan,3.64811e-15
714,1.05951e+06,0,-0.804181,-nan,3.33632e-05,3.90877e-05,-nan,-nan,3.64795e-15
715,1.05951e+06,0,-0.804183,-nan,3.33645e-05,3.90907e-05,-nan,-nan,3.64779e-15
716,1.0595e+06,0,-0.804185,-nan,3.33657e-05,3.90938e-05,-nan,-nan,3.64763e-15
717,1.0595e+06,0,-0.804187,-nan,3.33669e-05,3.90968e-05,-nan,-nan,3.64747e-15
718,1.05949e+06,0,-0.804188,-nan,3.33681e-05,3.90998e-05,-nan,-nan,3.64731e-15
719,1.05949e+06,0,-0.80419,-nan,3.33693e-05,3.91027e-05,-nan,-nan,3.64715e-15
720,1.05949e+06,0,-0.804192,-nan,3.33704e-05,3.91056e-05,-nan,-nan,3.64699e-15
721,1.05948e+06,0,-0.804194,-nan,3.33716e-05,3.91085e-05,-nan,-nan,3.64683e-15
722,1.05948e+06,0,-0.804195,-nan,3.33781e-05,3.91045e-05,-nan,-nan,3.64667e-15
723,1.05947e+06,0,-0.804197,-nan,3.33792e-05,3.91073e-05,-nan,-nan,3.64651e-15
724,1.05947e+06,0,-0.804199,-nan,3.33803e-05,3.91101e-05,-nan,-nan,3.64635e-15
725,1.05947e+06,0,-0.8042,-nan,3.33761e-05,3.91196e-05,-nan,-nan,3.64618e-15
726,1.05946e+06,0,-0.804202,-nan,3.33772e-05,3.91223e-05,-nan,-nan,3.64602e-15
727,1.05946e+06,0,-0.804203,-nan,3.33783e-05,3.9125e-05,-nan,-nan,3.64586e-15
728,1.05945e+06,0,-0.804205,-nan,3.33794e-05,3.91277e-05,-nan,-nan,3.6457e-15
729,1.05945e+06,0,-0.804206,-nan,3.33804e-05,3.91303e-05,-nan,-nan,3.64554e-15
730,1.05945e+06,0,-0.804208,-nan,3.33815e-05,3.91328e-05,-nan,-nan,3.64537e-15
731,1.05944e+06,0,-0.804209,-nan,3.33825e-05,3.91354e-05,-nan,-nan,3.64521e-15
732,1.05944e+06,0,-0.804211,-nan,3.33835e-05,3.91379e-05,-nan,-nan,3.64505e-15
733,1.05944e+06,0,-0.804212,-nan,3.33846e-05,3.91404e-05,-nan,-nan,3.64489e-15
734,1.05943e+06,0,-0.804214,-nan,3.33856e-05,3.91428e-05,-nan,-nan,3.64472e-15
735,1.05943e+06,0,-0.804215,-nan,3.33866e-05,3.91453e-05,-nan,-nan,3.64456e-15
736,1.05943e+06,0,-0.804217,-nan,3.33875e-05,3.91477e-05,-nan,-nan,3.6444e-15
737,1.05942e+06,0,-0.804218,-nan,3.33885e-05,3.915e-05,-nan,-nan,3.64423e-15
738,1.05942e+06,0,-0.804219,-nan,3.33895e-05,3.91524e-05,-nan,-nan,3.64407e-15
739,1.05942e+06,0,-0.804221,-nan,3.33904e-05,3.91547e-05,-nan,-nan,3.64391e-15
740,1.05941e+06,0,-0.804222,-nan,3.33914e-05,3.9157e-05,-nan,-nan,3.64374e-15
741,1.05941e+06,0,-0.804223,-nan,3.33923e-05,3.91593e-05,-nan,-nan,3.64358e-15
742,1.05941e+06,0,-0.804225,-nan,3.33932e-05,3.91615e-05,-nan,-nan,3.64341e-15
743,1.0594e+06,0,-0.804226,-nan,3.33941e-05,3.91637e-05,-nan,-nan,3.64325e-15
744,1.0594e+06,0,-0.804227,-nan,3.33897e-05,3.91727e-05,-nan,-nan,3.64309e-15
745,1.0594e+06,0,-0.804229,-nan,3.33906e-05,3.91748e-05,-nan,-nan,3.64292e-15
746,1.05939e+06,0,-0.80423,-nan,3.33915e-05,3.9177e-05,-nan,-nan,3.64276e-15
747,1.05939e+06,0,-0.804231,-nan,3.33923e-05,3.91791e-05,-nan,-nan,3.64259e-15
748,1.05939e+06,0,-0.804232,-nan,3.33932e-05,3.91812e-05,-nan,-nan,3.64243e-15
749,1.05939e+06,0,-0.804233,-nan,3.33941e-05,3.91832e-05,-nan,-nan,3.64226e-15
750,1.05938e+06,0,-0.804235,-nan,3.33949e-05,3.91852e-05,-nan,-nan,3.6421e-15
751,1.05938e+06,0,-0.804236,-nan,3.33957e-05,3.91872e-05,-nan,-nan,3.64193e-15
752,1.05938e+06,0,-0.804237,-nan,3.33966e-05,3.91892e-05,-nan,-nan,3.64177e-15
753,1.05937e+06,0,-0.804238,-nan,3.3392e-05,3.9198e-05,-nan,-nan,3.6416e-15
754,1.05937e+06,0,-0.804239,-nan,3.33928e-05,3.91999e-05,-nan,-nan,3.64144e-15
755,1.05937e+06,0,-0.80424,-nan,3.33936e-05,3.92019e-05,-nan,-nan,3.64127e-15
756,1.05937e+06,0,-0.804242,-nan,3.33944e-05,3.92037e-05,-nan,-nan,3.64111e-15
757,1.05936e+06,0,-0.804243,-nan,3.33952e-05,3.92056e-05,-nan,-nan,3.64094e-15
758,1.05936e+06,0,-0.804244,-nan,3.3396e-05,3.92075e-05,-nan,-nan,3.64077e-15
759,1.05936e+06,0,-0.804245,-nan,3.33967e-05,3.92093e-05,-nan,-nan,3.64061e-15
760,1.05936e+06,0,-0.804246,-nan,3.33975e-05,3.92111e-05,-nan,-nan,3.64044e-15
761,1.05935e+06,0,-0.804247,-nan,3.33982e-05,3.92129e-05,-nan,-nan,3.64028e-15
762,1.05935e+06,0,-0.804248,-nan,3.3399e-05,3.92146e-05,-nan,-nan,3.64011e-15
763,1.05935e+06,0,-0.804249,-nan,3.33997e-05,3.92164e-05,-nan,-nan,3.63994e-15
764,1.05935e+06,0,-0.80425,-nan,3.34004e-05,3.92181e-05,-nan,-nan,3.63978e-15
765,1.05934e+06,0,-0.804251,-nan,3.34011e-05,3.92198e-05,-nan,-nan,3.63961e-15
766,1.05934e+06,0,-0.804252,-nan,3.34018e-05,3.92215e-05,-nan,-nan,3.63944e-15
767,1.05934e+06,0,-0.804253,-nan,3.34025e-05,3.92231e-05,-nan,-nan,3.63928e-15
768,1.05934e+06,0,-0.804254,-nan,3.34032e-05,3.92247e-05,-nan,-nan,3.63911e-15
769,1.05933e+06,0,-0.804255,-nan,3.34039e-05,3.92264e-05,-nan,-nan,3.63894e-15
770,1.05933e+06,0,-0.804256,-nan,3.34046e-05,3.9228e-05,-nan,-nan,3.63878e-15
771,1.05933e+06,0,-0.804257,-nan,3.34052e-05,3.92295e-05,-nan,-nan,3.63861e-15
772,1.05933e+06,0,-0.804258,-nan,3.34059e-05,3.92311e-05,-nan,-nan,3.63844e-15
773,1.05933e+06,0,-0.804258,-nan,3.34066e-05,3.92326e-05,-nan,-nan,3.63828e-15
774,1.05932e+06,0,-0.804259,-nan,3.34072e-05,3.92342e-05,-nan,-nan,3.63811e-15
775,1.05932e+06,0,-0.80426,-nan,3.34078e-05,3.92357e-05,-nan,-nan,3.63794e-15
776,1.05932e+06,0,-0.804261,-nan,3.34085e-05,3.92372e-05,-nan,-nan,3.63777e-15
777,1.05932e+06,0,-0.804262,-nan,3.34091e-05,3.92386e-05,-nan,-nan,3.63761e-15
778,1.05931e+06,0,-0.804263,-nan,3.34097e-05,3.92401e-05,-nan,-nan,3.63744e-15
779,1.05931e+06,0,-0.804264,-nan,3.34103e-05,3.92415e-05,-nan,-nan,3.63727e-15
780,1.05931e+06,0,-0.804264,-nan,3.34109e-05,3.92429e-05,-nan,-nan,3.6371e-15
781,1.05931e+06,0,-0.804265,-nan,3.34115e-05,3.92443e-05,-nan,-nan,3.63694e-15
782,1.05931e+06,0,-0.804266,-nan,3.34121e-05,3.92457e-05,-nan,-nan,3.63677e-15
783,1.0593e+06,0,-0.804267,-nan,3.34127e-05,3.92471e-05,-nan,-nan,3.6366e-15
784,1.0593e+06,0,-0.804268,-nan,3.34133e-05,3.92485e-05,-nan,-nan,3.63643e-15
785,1.0593e+06,0,-0.804269,-nan,3.34138e-05,3.92498e-05,-nan,-nan,3.63626e-15
786,1.0593e+06,0,-0.804269,-nan,3.34144e-05,3.92511e-05,-nan,-nan,3.6361e-15
787,1.0593e+06,0,-0.80427,-nan,3.34149e-05,3.92524e-05,-nan,-nan,3.63593e-15
