Iteration,Objective,Score,MinOut,MaxOut,stdDevMinOutPos,stdDevMinOutNeg,StdDevMaxOutPos,StdDevMaxOutNeg,HyperplanePercentage
272,1.13291e+06,0,-0.773765,-nan,0.00012582,7.62648e-05,-nan,-nan,3.48477e-15
273,1.13203e+06,0,-0.77413,-nan,0.000124812,7.50293e-05,-nan,-nan,3.48731e-15
274,1.13116e+06,0,-0.77449,-nan,0.00012379,7.38229e-05,-nan,-nan,3.48982e-15
275,1.1303e+06,0,-0.774846,-nan,0.000122755,7.2645e-05,-nan,-nan,3.4923e-15
276,1.12945e+06,0,-0.775198,-nan,0.00012176,7.14754e-05,-nan,-nan,3.49476e-15
277,1.12861e+06,0,-0.775545,-nan,0.000120856,7.02953e-05,-nan,-nan,3.49719e-15
278,1.12779e+06,0,-0.775889,-nan,0.000119755,6.9209e-05,-nan,-nan,3.49959e-15
279,1.12697e+06,0,-0.776228,-nan,0.000118746,6.81111e-05,-nan,-nan,3.50197e-15
280,1.12616e+06,0,-0.776563,-nan,0.000117724,6.70391e-05,-nan,-nan,3.50431e-15
281,1.12536e+06,0,-0.776895,-nan,0.000116766,6.59657e-05,-nan,-nan,3.50663e-15
282,1.12457e+06,0,-0.777222,-nan,0.000115847,6.49004e-05,-nan,-nan,3.50893e-15
283,1.12379e+06,0,-0.777545,-nan,0.000115068,6.38096e-05,-nan,-nan,3.5112e-15
284,1.12302e+06,0,-0.777865,-nan,0.000114275,6.27457e-05,-nan,-nan,3.51344e-15
285,1.12226e+06,0,-0.778181,-nan,0.000113467,6.17077e-05,-nan,-nan,3.51566e-15
286,1.1215e+06,0,-0.778493,-nan,0.000112672,6.06872e-05,-nan,-nan,3.51785e-15
287,1.12076e+06,0,-0.778801,-nan,0.000112041,5.9637e-05,-nan,-nan,3.52001e-15
288,1.12002e+06,0,-0.779105,-nan,0.000111371,5.86211e-05,-nan,-nan,3.52215e-15
289,1.1193e+06,0,-0.779406,-nan,0.000110712,5.76232e-05,-nan,-nan,3.52427e-15
290,1.11858e+06,0,-0.779704,-nan,0.000110065,5.66433e-05,-nan,-nan,3.52636e-15
291,1.11787e+06,0,-0.779997,-nan,0.000109481,5.56667e-05,-nan,-nan,3.52843e-15
292,1.11717e+06,0,-0.780288,-nan,0.000108804,5.47363e-05,-nan,-nan,3.53047e-15
293,1.11648e+06,0,-0.780575,-nan,0.000108242,5.37951e-05,-nan,-nan,3.53249e-15
294,1.11579e+06,0,-0.780858,-nan,0.000107587,5.28985e-05,-nan,-nan,3.53449e-15
295,1.11512e+06,0,-0.781138,-nan,0.000106864,5.20379e-05,-nan,-nan,3.53646e-15
296,1.11445e+06,0,-0.781415,-nan,0.000106021,5.1225e-05,-nan,-nan,3.53841e-15
297,1.11379e+06,0,-0.781688,-nan,0.000105163,5.04325e-05,-nan,-nan,3.54033e-15
298,1.11314e+06,0,-0.781958,-nan,0.00010429,4.966e-05,-nan,-nan,3.54224e-15
299,1.1125e+06,0,-0.782225,-nan,0.000103403,4.8907e-05,-nan,-nan,3.54412e-15
300,1.11186e+06,0,-0.782489,-nan,0.000102527,4.81672e-05,-nan,-nan,3.54597e-15
301,1.11123e+06,0,-0.782749,-nan,0.000101612,4.74523e-05,-nan,-nan,3.54781e-15
302,1.11061e+06,0,-0.783007,-nan,0.000100708,4.675e-05,-nan,-nan,3.54962e-15
303,1.11e+06,0,-0.783261,-nan,9.97666e-05,4.60717e-05,-nan,-nan,3.55142e-15
304,1.10939e+06,0,-0.783513,-nan,9.89115e-05,4.53885e-05,-nan,-nan,3.55319e-15
305,1.10879e+06,0,-0.783761,-nan,9.80675e-05,4.47178e-05,-nan,-nan,3.55494e-15
306,1.1082e+06,0,-0.784006,-nan,9.71612e-05,4.4076e-05,-nan,-nan,3.55667e-15
307,1.10761e+06,0,-0.784249,-nan,9.63637e-05,4.34244e-05,-nan,-nan,3.55838e-15
308,1.10703e+06,0,-0.784488,-nan,9.55526e-05,4.27906e-05,-nan,-nan,3.56006e-15
309,1.10646e+06,0,-0.784725,-nan,9.48479e-05,4.21481e-05,-nan,-nan,3.56173e-15
310,1.1059e+06,0,-0.784959,-nan,9.4105e-05,4.15288e-05,-nan,-nan,3.56338e-15
311,1.10534e+06,0,-0.78519,-nan,9.34195e-05,4.09117e-05,-nan,-nan,3.565e-15
312,1.10479e+06,0,-0.785418,-nan,9.27196e-05,4.03123e-05,-nan,-nan,3.56661e-15
313,1.10424e+06,0,-0.785644,-nan,9.1982e-05,3.97352e-05,-nan,-nan,3.5682e-15
314,1.10371e+06,0,-0.785867,-nan,9.12542e-05,3.91701e-05,-nan,-nan,3.56977e-15
315,1.10318e+06,0,-0.786087,-nan,9.0466e-05,3.86314e-05,-nan,-nan,3.57131e-15
316,1.10265e+06,0,-0.786305,-nan,8.96653e-05,3.81088e-05,-nan,-nan,3.57284e-15
317,1.10213e+06,0,-0.78652,-nan,8.8944e-05,3.75836e-05,-nan,-nan,3.57435e-15
318,1.10162e+06,0,-0.786732,-nan,8.81639e-05,3.70838e-05,-nan,-nan,3.57585e-15
319,1.10111e+06,0,-0.786942,-nan,8.74395e-05,3.65863e-05,-nan,-nan,3.57732e-15
320,1.10061e+06,0,-0.78715,-nan,8.67023e-05,3.61045e-05,-nan,-nan,3.57878e-15
321,1.10012e+06,0,-0.787355,-nan,8.5975e-05,3.5634e-05,-nan,-nan,3.58021e-15
322,1.09963e+06,0,-0.787557,-nan,8.53239e-05,3.51617e-05,-nan,-nan,3.58163e-15
323,1.09915e+06,0,-0.787757,-nan,8.46817e-05,3.47008e-05,-nan,-nan,3.58303e-15
324,1.09867e+06,0,-0.787955,-nan,8.40701e-05,3.42472e-05,-nan,-nan,3.58442e-15
325,1.0982e+06,0,-0.78815,-nan,8.35107e-05,3.37968e-05,-nan,-nan,3.58578e-15
326,1.09773e+06,0,-0.788344,-nan,8.29158e-05,3.33662e-05,-nan,-nan,3.58713e-15
327,1.09727e+06,0,-0.788534,-nan,8.23509e-05,3.29429e-05,-nan,-nan,3.58847e-15
328,1.09682e+06,0,-0.788723,-nan,8.18373e-05,3.2523e-05,-nan,-nan,3.58978e-15
329,1.09637e+06,0,-0.788909,-nan,8.12666e-05,3.21264e-05,-nan,-nan,3.59108e-15
330,1.09592e+06,0,-0.789093,-nan,8.06822e-05,3.17447e-05,-nan,-nan,3.59236e-15
331,1.09548e+06,0,-0.789275,-nan,8.01274e-05,3.13701e-05,-nan,-nan,3.59363e-15
332,1.09505e+06,0,-0.789454,-nan,7.94738e-05,3.10253e-05,-nan,-nan,3.59488e-15
333,1.09462e+06,0,-0.789632,-nan,7.88925e-05,3.06798e-05,-nan,-nan,3.59611e-15
334,1.0942e+06,0,-0.789807,-nan,7.8214e-05,3.03632e-05,-nan,-nan,3.59733e-15
335,1.09378e+06,0,-0.78998,-nan,7.7691e-05,3.00314e-05,-nan,-nan,3.59853e-15
336,1.09337e+06,0,-0.790152,-nan,7.71545e-05,2.97137e-05,-nan,-nan,3.59972e-15
337,1.09296e+06,0,-0.790321,-nan,7.65635e-05,2.94172e-05,-nan,-nan,3.60089e-15
338,1.09256e+06,0,-0.790488,-nan,7.60011e-05,2.91273e-05,-nan,-nan,3.60205e-15
339,1.09216e+06,0,-0.790653,-nan,7.54055e-05,2.88545e-05,-nan,-nan,3.60319e-15
340,1.09176e+06,0,-0.790816,-nan,7.47777e-05,2.85985e-05,-nan,-nan,3.60432e-15
341,1.09137e+06,0,-0.790978,-nan,7.40384e-05,2.83726e-05,-nan,-nan,3.60543e-15
342,1.09099e+06,0,-0.791137,-nan,7.33696e-05,2.81459e-05,-nan,-nan,3.60653e-15
343,1.09061e+06,0,-0.791294,-nan,7.25743e-05,2.79521e-05,-nan,-nan,3.60761e-15
344,1.09023e+06,0,-0.79145,-nan,7.17541e-05,2.7774e-05,-nan,-nan,3.60868e-15
345,1.08986e+06,0,-0.791603,-nan,7.09859e-05,2.7598e-05,-nan,-nan,3.60973e-15
346,1.0895e+06,0,-0.791755,-nan,7.01385e-05,2.74475e-05,-nan,-nan,3.61077e-15
347,1.08914e+06,0,-0.791905,-nan,6.94698e-05,2.72755e-05,-nan,-nan,3.6118e-15
348,1.08878e+06,0,-0.792054,-nan,6.87935e-05,2.71153e-05,-nan,-nan,3.61281e-15
349,1.08842e+06,0,-0.7922,-nan,6.80399e-05,2.69802e-05,-nan,-nan,3.61381e-15
350,1.08807e+06,0,-0.792345,-nan,6.74208e-05,2.68302e-05,-nan,-nan,3.6148e-15
351,1.08773e+06,0,-0.792488,-nan,6.68283e-05,2.66851e-05,-nan,-nan,3.61577e-15
352,1.08739e+06,0,-0.792629,-nan,6.62278e-05,2.65514e-05,-nan,-nan,3.61673e-15
353,1.08705e+06,0,-0.792769,-nan,6.56701e-05,2.64191e-05,-nan,-nan,3.61768e-15
354,1.08672e+06,0,-0.792907,-nan,6.50876e-05,2.63012e-05,-nan,-nan,3.61861e-15
355,1.08639e+06,0,-0.793043,-nan,6.45961e-05,2.61747e-05,-nan,-nan,3.61954e-15
356,1.08607e+06,0,-0.793178,-nan,6.41282e-05,2.60526e-05,-nan,-nan,3.62045e-15
357,1.08574e+06,0,-0.793311,-nan,6.36672e-05,2.5938e-05,-nan,-nan,3.62134e-15
358,1.08543e+06,0,-0.793442,-nan,6.31489e-05,2.58436e-05,-nan,-nan,3.62223e-15
359,1.08511e+06,0,-0.793572,-nan,6.26701e-05,2.57498e-05,-nan,-nan,3.6231e-15
360,1.0848e+06,0,-0.7937,-nan,6.22302e-05,2.56567e-05,-nan,-nan,3.62396e-15
361,1.0845e+06,0,-0.793827,-nan,6.17655e-05,2.55767e-05,-nan,-nan,3.62481e-15
362,1.0842e+06,0,-0.793953,-nan,6.13699e-05,2.54907e-05,-nan,-nan,3.62565e-15
363,1.0839e+06,0,-0.794076,-nan,6.08724e-05,2.54334e-05,-nan,-nan,3.62647e-15
364,1.0836e+06,0,-0.794199,-nan,6.04131e-05,2.5376e-05,-nan,-nan,3.62729e-15
365,1.08331e+06,0,-0.79432,-nan,6.00062e-05,2.53153e-05,-nan,-nan,3.62809e-15
366,1.08302e+06,0,-0.794439,-nan,5.95754e-05,2.52669e-05,-nan,-nan,3.62888e-15
367,1.08274e+06,0,-0.794557,-nan,5.91364e-05,2.52275e-05,-nan,-nan,3.62966e-15
368,1.08245e+06,0,-0.794674,-nan,5.87336e-05,2.51874e-05,-nan,-nan,3.63043e-15
369,1.08218e+06,0,-0.794789,-nan,5.82054e-05,2.5181e-05,-nan,-nan,3.63119e-15
370,1.0819e+06,0,-0.794903,-nan,5.78305e-05,2.51484e-05,-nan,-nan,3.63194e-15
371,1.08163e+06,0,-0.795015,-nan,5.73323e-05,2.51493e-05,-nan,-nan,3.63267e-15
372,1.08136e+06,0,-0.795126,-nan,5.68707e-05,2.51488e-05,-nan,-nan,3.6334e-15
373,1.0811e+06,0,-0.795236,-nan,5.62912e-05,2.51815e-05,-nan,-nan,3.63412e-15
374,1.08084e+06,0,-0.795345,-nan,5.57639e-05,2.52094e-05,-nan,-nan,3.63482e-15
375,1.08058e+06,0,-0.795452,-nan,5.53e-05,2.52291e-05,-nan,-nan,3.63552e-15
376,1.08032e+06,0,-0.795558,-nan,5.48041e-05,2.52626e-05,-nan,-nan,3.6362e-15
377,1.08007e+06,0,-0.795663,-nan,5.43171e-05,2.53002e-05,-nan,-nan,3.63688e-15
378,1.07982e+06,0,-0.795766,-nan,5.3813e-05,2.53484e-05,-nan,-nan,3.63754e-15
379,1.07957e+06,0,-0.795868,-nan,5.32551e-05,2.54167e-05,-nan,-nan,3.6382e-15
380,1.07933e+06,0,-0.795969,-nan,5.27458e-05,2.5479e-05,-nan,-nan,3.63885e-15
381,1.07909e+06,0,-0.796069,-nan,5.22709e-05,2.55385e-05,-nan,-nan,3.63949e-15
382,1.07885e+06,0,-0.796168,-nan,5.17209e-05,2.56246e-05,-nan,-nan,3.64011e-15
383,1.07861e+06,0,-0.796265,-nan,5.12532e-05,2.56942e-05,-nan,-nan,3.64073e-15
384,1.07838e+06,0,-0.796361,-nan,5.07482e-05,2.57805e-05,-nan,-nan,3.64134e-15
385,1.07815e+06,0,-0.796456,-nan,5.03105e-05,2.5853e-05,-nan,-nan,3.64194e-15
386,1.07793e+06,0,-0.79655,-nan,4.98925e-05,2.59249e-05,-nan,-nan,3.64253e-15
387,1.0777e+06,0,-0.796643,-nan,4.95267e-05,2.59857e-05,-nan,-nan,3.64311e-15
388,1.07748e+06,0,-0.796735,-nan,4.91018e-05,2.60698e-05,-nan,-nan,3.64369e-15
389,1.07726e+06,0,-0.796825,-nan,4.87716e-05,2.61284e-05,-nan,-nan,3.64425e-15
390,1.07705e+06,0,-0.796915,-nan,4.84689e-05,2.61823e-05,-nan,-nan,3.64481e-15
391,1.07683e+06,0,-0.797004,-nan,4.81397e-05,2.62486e-05,-nan,-nan,3.64536e-15
392,1.07662e+06,0,-0.797091,-nan,4.77744e-05,2.63311e-05,-nan,-nan,3.6459e-15
393,1.07641e+06,0,-0.797177,-nan,4.74264e-05,2.6412e-05,-nan,-nan,3.64643e-15
394,1.07621e+06,0,-0.797263,-nan,4.70952e-05,2.64912e-05,-nan,-nan,3.64695e-15
395,1.076e+06,0,-0.797347,-nan,4.67498e-05,2.65794e-05,-nan,-nan,3.64746e-15
396,1.0758e+06,0,-0.79743,-nan,4.6411e-05,2.66694e-05,-nan,-nan,3.64797e-15
397,1.0756e+06,0,-0.797513,-nan,4.60984e-05,2.67538e-05,-nan,-nan,3.64847e-15
398,1.07541e+06,0,-0.797594,-nan,4.57721e-05,2.68469e-05,-nan,-nan,3.64896e-15
399,1.07521e+06,0,-0.797674,-nan,4.55004e-05,2.69232e-05,-nan,-nan,3.64944e-15
400,1.07502e+06,0,-0.797754,-nan,4.52146e-05,2.70081e-05,-nan,-nan,3.64992e-15
401,1.07483e+06,0,-0.797832,-nan,4.49817e-05,2.70757e-05,-nan,-nan,3.65039e-15
402,1.07465e+06,0,-0.79791,-nan,4.47154e-05,2.71592e-05,-nan,-nan,3.65085e-15
403,1.07446e+06,0,-0.797987,-nan,4.44449e-05,2.72476e-05,-nan,-nan,3.6513e-15
404,1.07428e+06,0,-0.798062,-nan,4.41979e-05,2.73295e-05,-nan,-nan,3.65175e-15
405,1.0741e+06,0,-0.798137,-nan,4.39649e-05,2.74084e-05,-nan,-nan,3.65219e-15
406,1.07392e+06,0,-0.798211,-nan,4.3718e-05,2.74959e-05,-nan,-nan,3.65262e-15
407,1.07374e+06,0,-0.798284,-nan,4.34578e-05,2.75919e-05,-nan,-nan,3.65304e-15
408,1.07357e+06,0,-0.798356,-nan,4.32472e-05,2.76695e-05,-nan,-nan,3.65346e-15
409,1.0734e+06,0,-0.798427,-nan,4.29785e-05,2.77749e-05,-nan,-nan,3.65387e-15
410,1.07323e+06,0,-0.798498,-nan,4.27853e-05,2.785e-05,-nan,-nan,3.65427e-15
411,1.07306e+06,0,-0.798567,-nan,4.25609e-05,2.79412e-05,-nan,-nan,3.65467e-15
412,1.07289e+06,0,-0.798636,-nan,4.23062e-05,2.80489e-05,-nan,-nan,3.65506e-15
413,1.07273e+06,0,-0.798704,-nan,4.20734e-05,2.81493e-05,-nan,-nan,3.65544e-15
414,1.07257e+06,0,-0.798771,-nan,4.1879e-05,2.82345e-05,-nan,-nan,3.65582e-15
415,1.07241e+06,0,-0.798838,-nan,4.16883e-05,2.832e-05,-nan,-nan,3.65619e-15
416,1.07225e+06,0,-0.798903,-nan,4.14846e-05,2.8414e-05,-nan,-nan,3.65655e-15
417,1.07209e+06,0,-0.798968,-nan,4.13014e-05,2.85003e-05,-nan,-nan,3.65691e-15
418,1.07194e+06,0,-0.799032,-nan,4.11465e-05,2.85747e-05,-nan,-nan,3.65726e-15
419,1.07178e+06,0,-0.799095,-nan,4.09374e-05,2.86779e-05,-nan,-nan,3.65761e-15
420,1.07163e+06,0,-0.799158,-nan,4.07566e-05,2.87692e-05,-nan,-nan,3.65795e-15
421,1.07149e+06,0,-0.799219,-nan,4.06036e-05,2.88483e-05,-nan,-nan,3.65828e-15
422,1.07134e+06,0,-0.79928,-nan,4.04215e-05,2.89442e-05,-nan,-nan,3.65861e-15
423,1.07119e+06,0,-0.799341,-nan,4.02031e-05,2.90612e-05,-nan,-nan,3.65893e-15
424,1.07105e+06,0,-0.7994,-nan,4.00282e-05,2.91577e-05,-nan,-nan,3.65924e-15
425,1.07091e+06,0,-0.799459,-nan,3.98487e-05,2.92585e-05,-nan,-nan,3.65955e-15
426,1.07077e+06,0,-0.799517,-nan,3.96804e-05,2.93554e-05,-nan,-nan,3.65986e-15
427,1.07063e+06,0,-0.799575,-nan,3.95077e-05,2.94567e-05,-nan,-nan,3.66015e-15
428,1.07049e+06,0,-0.799632,-nan,3.93611e-05,2.95452e-05,-nan,-nan,3.66045e-15
429,1.07036e+06,0,-0.799688,-nan,3.9187e-05,2.9651e-05,-nan,-nan,3.66073e-15
430,1.07022e+06,0,-0.799743,-nan,3.89485e-05,2.97964e-05,-nan,-nan,3.66101e-15
431,1.07009e+06,0,-0.799798,-nan,3.88186e-05,2.98809e-05,-nan,-nan,3.66129e-15
432,1.06996e+06,0,-0.799852,-nan,3.85659e-05,3.00407e-05,-nan,-nan,3.66156e-15
433,1.06983e+06,0,-0.799905,-nan,3.84491e-05,3.01208e-05,-nan,-nan,3.66183e-15
434,1.0697e+06,0,-0.799958,-nan,3.82622e-05,3.02457e-05,-nan,-nan,3.66209e-15
435,1.06958e+06,0,-0.80001,-nan,3.80145e-05,3.0412e-05,-nan,-nan,3.66234e-15
436,1.06945e+06,0,-0.800062,-nan,3.79342e-05,3.04737e-05,-nan,-nan,3.66259e-15
437,1.06933e+06,0,-0.800113,-nan,3.77641e-05,3.05949e-05,-nan,-nan,3.66284e-15
438,1.06921e+06,0,-0.800163,-nan,3.75553e-05,3.07443e-05,-nan,-nan,3.66308e-15
439,1.06909e+06,0,-0.800213,-nan,3.74194e-05,3.08474e-05,-nan,-nan,3.66332e-15
440,1.06897e+06,0,-0.800262,-nan,3.72517e-05,3.09741e-05,-nan,-nan,3.66355e-15
441,1.06885e+06,0,-0.800311,-nan,3.70465e-05,3.11298e-05,-nan,-nan,3.66377e-15
442,1.06874e+06,0,-0.800359,-nan,3.69254e-05,3.12285e-05,-nan,-nan,3.66399e-15
443,1.06862e+06,0,-0.800406,-nan,3.68066e-05,3.1327e-05,-nan,-nan,3.66421e-15
444,1.06851e+06,0,-0.800453,-nan,3.66569e-05,3.14498e-05,-nan,-nan,3.66442e-15
445,1.0684e+06,0,-0.800499,-nan,3.65691e-05,3.15287e-05,-nan,-nan,3.66463e-15
446,1.06829e+06,0,-0.800545,-nan,3.63915e-05,3.16762e-05,-nan,-nan,3.66483e-15
447,1.06818e+06,0,-0.80059,-nan,3.62818e-05,3.17746e-05,-nan,-nan,3.66503e-15
448,1.06807e+06,0,-0.800635,-nan,3.61548e-05,3.18878e-05,-nan,-nan,3.66522e-15
449,1.06796e+06,0,-0.800679,-nan,3.60046e-05,3.20212e-05,-nan,-nan,3.66541e-15
450,1.06786e+06,0,-0.800722,-nan,3.59138e-05,3.21093e-05,-nan,-nan,3.6656e-15
451,1.06775e+06,0,-0.800766,-nan,3.5806e-05,3.22123e-05,-nan,-nan,3.66578e-15
452,1.06765e+06,0,-0.800808,-nan,3.57188e-05,3.22999e-05,-nan,-nan,3.66595e-15
453,1.06755e+06,0,-0.80085,-nan,3.56147e-05,3.24027e-05,-nan,-nan,3.66613e-15
454,1.06745e+06,0,-0.800892,-nan,3.55372e-05,3.24846e-05,-nan,-nan,3.6663e-15
455,1.06735e+06,0,-0.800933,-nan,3.54304e-05,3.25923e-05,-nan,-nan,3.66646e-15
456,1.06725e+06,0,-0.800973,-nan,3.53499e-05,3.26789e-05,-nan,-nan,3.66662e-15
457,1.06716e+06,0,-0.801013,-nan,3.52894e-05,3.27495e-05,-nan,-nan,3.66678e-15
458,1.06706e+06,0,-0.801053,-nan,3.51875e-05,3.28566e-05,-nan,-nan,3.66693e-15
459,1.06697e+06,0,-0.801092,-nan,3.51055e-05,3.29477e-05,-nan,-nan,3.66708e-15
460,1.06687e+06,0,-0.801131,-nan,3.5019e-05,3.3044e-05,-nan,-nan,3.66722e-15
461,1.06678e+06,0,-0.801169,-nan,3.49761e-05,3.31025e-05,-nan,-nan,3.66736e-15
462,1.06669e+06,0,-0.801207,-nan,3.48923e-05,3.31982e-05,-nan,-nan,3.6675e-15
463,1.0666e+06,0,-0.801244,-nan,3.4816e-05,3.32883e-05,-nan,-nan,3.66763e-15
464,1.06651e+06,0,-0.801281,-nan,3.47409e-05,3.33781e-05,-nan,-nan,3.66776e-15
465,1.06642e+06,0,-0.801317,-nan,3.46968e-05,3.34405e-05,-nan,-nan,3.66789e-15
466,1.06634e+06,0,-0.801353,-nan,3.4642e-05,3.35133e-05,-nan,-nan,3.66801e-15
467,1.06625e+06,0,-0.801389,-nan,3.45647e-05,3.36078e-05,-nan,-nan,3.66813e-15
468,1.06617e+06,0,-0.801424,-nan,3.4518e-05,3.36745e-05,-nan,-nan,3.66825e-15
469,1.06608e+06,0,-0.801459,-nan,3.44665e-05,3.37463e-05,-nan,-nan,3.66836e-15
470,1.066e+06,0,-0.801493,-nan,3.4416e-05,3.38177e-05,-nan,-nan,3.66847e-15
471,1.06592e+06,0,-0.801527,-nan,3.43607e-05,3.38944e-05,-nan,-nan,3.66857e-15
472,1.06584e+06,0,-0.80156,-nan,3.43007e-05,3.39763e-05,-nan,-nan,3.66867e-15
473,1.06576e+06,0,-0.801593,-nan,3.42648e-05,3.40355e-05,-nan,-nan,3.66877e-15
474,1.06568e+06,0,-0.801626,-nan,3.42125e-05,3.41112e-05,-nan,-nan,3.66887e-15
475,1.0656e+06,0,-0.801658,-nan,3.41611e-05,3.41865e-05,-nan,-nan,3.66896e-15
476,1.06552e+06,0,-0.80169,-nan,3.41164e-05,3.42559e-05,-nan,-nan,3.66905e-15
477,1.06545e+06,0,-0.801722,-nan,3.40668e-05,3.43306e-05,-nan,-nan,3.66914e-15
478,1.06537e+06,0,-0.801753,-nan,3.40238e-05,3.43992e-05,-nan,-nan,3.66922e-15
479,1.0653e+06,0,-0.801784,-nan,3.39703e-05,3.4479e-05,-nan,-nan,3.6693e-15
480,1.06522e+06,0,-0.801814,-nan,3.39177e-05,3.45585e-05,-nan,-nan,3.66937e-15
481,1.06515e+06,0,-0.801844,-nan,3.38771e-05,3.46262e-05,-nan,-nan,3.66945e-15
482,1.06508e+06,0,-0.801874,-nan,3.38205e-05,3.4711e-05,-nan,-nan,3.66952e-15
483,1.06501e+06,0,-0.801903,-nan,3.37815e-05,3.47781e-05,-nan,-nan,3.66959e-15
484,1.06494e+06,0,-0.801932,-nan,3.37433e-05,3.48448e-05,-nan,-nan,3.66965e-15
485,1.06487e+06,0,-0.801961,-nan,3.37057e-05,3.49112e-05,-nan,-nan,3.66971e-15
486,1.0648e+06,0,-0.801989,-nan,3.37022e-05,3.4942e-05,-nan,-nan,3.66977e-15
487,1.06473e+06,0,-0.802017,-nan,3.36658e-05,3.50076e-05,-nan,-nan,3.66983e-15
488,1.06467e+06,0,-0.802045,-nan,3.3608e-05,3.50966e-05,-nan,-nan,3.66988e-15
489,1.0646e+06,0,-0.802072,-nan,3.35951e-05,3.51379e-05,-nan,-nan,3.66993e-15
490,1.06454e+06,0,-0.802099,-nan,3.35662e-05,3.51966e-05,-nan,-nan,3.66998e-15
491,1.06447e+06,0,-0.802126,-nan,3.35269e-05,3.52668e-05,-nan,-nan,3.67003e-15
492,1.06441e+06,0,-0.802152,-nan,3.34991e-05,3.53248e-05,-nan,-nan,3.67007e-15
493,1.06435e+06,0,-0.802178,-nan,3.34773e-05,3.53765e-05,-nan,-nan,3.67011e-15
494,1.06428e+06,0,-0.802204,-nan,3.34452e-05,3.54398e-05,-nan,-nan,3.67015e-15
495,1.06422e+06,0,-0.802229,-nan,3.3419e-05,3.54968e-05,-nan,-nan,3.67018e-15
496,1.06416e+06,0,-0.802254,-nan,3.33933e-05,3.55534e-05,-nan,-nan,3.67022e-15
497,1.0641e+06,0,-0.802279,-nan,3.33899e-05,3.55855e-05,-nan,-nan,3.67025e-15
498,1.06404e+06,0,-0.802304,-nan,3.33542e-05,3.56535e-05,-nan,-nan,3.67027e-15
499,1.06398e+06,0,-0.802328,-nan,3.33299e-05,3.57091e-05,-nan,-nan,3.6703e-15
500,1.06393e+06,0,-0.802352,-nan,3.33114e-05,3.57582e-05,-nan,-nan,3.67032e-15
501,1.06387e+06,0,-0.802375,-nan,3.33042e-05,3.57948e-05,-nan,-nan,3.67034e-15
502,1.06381e+06,0,-0.802399,-nan,3.32757e-05,3.58555e-05,-nan,-nan,3.67036e-15
503,1.06376e+06,0,-0.802422,-nan,3.32531e-05,3.59097e-05,-nan,-nan,3.67038e-15
504,1.0637e+06,0,-0.802445,-nan,3.32362e-05,3.59575e-05,-nan,-nan,3.67039e-15
505,1.06365e+06,0,-0.802467,-nan,3.32359e-05,3.59864e-05,-nan,-nan,3.6704e-15
506,1.06359e+06,0,-0.802489,-nan,3.32144e-05,3.60397e-05,-nan,-nan,3.67041e-15
507,1.06354e+06,0,-0.802511,-nan,3.3204e-05,3.60802e-05,-nan,-nan,3.67042e-15
508,1.06349e+06,0,-0.802533,-nan,3.31939e-05,3.61204e-05,-nan,-nan,3.67042e-15
509,1.06344e+06,0,-0.802555,-nan,3.31787e-05,3.61664e-05,-nan,-nan,3.67043e-15
510,1.06339e+06,0,-0.802576,-nan,3.31692e-05,3.62059e-05,-nan,-nan,3.67043e-15
511,1.06334e+06,0,-0.802597,-nan,3.31547e-05,3.62513e-05,-nan,-nan,3.67043e-15
512,1.06329e+06,0,-0.802617,-nan,3.31565e-05,3.62776e-05,-nan,-nan,3.67042e-15
513,1.06324e+06,0,-0.802638,-nan,3.31479e-05,3.63161e-05,-nan,-nan,3.67042e-15
514,1.06319e+06,0,-0.802658,-nan,3.31234e-05,3.63729e-05,-nan,-nan,3.67041e-15
515,1.06314e+06,0,-0.802678,-nan,3.31154e-05,3.64107e-05,-nan,-nan,3.6704e-15
516,1.06309e+06,0,-0.802698,-nan,3.30861e-05,3.64733e-05,-nan,-nan,3.67039e-15
517,1.06304e+06,0,-0.802717,-nan,3.30679e-05,3.65231e-05,-nan,-nan,3.67037e-15
518,1.063e+06,0,-0.802737,-nan,3.30712e-05,3.65474e-05,-nan,-nan,3.67036e-15
519,1.06295e+06,0,-0.802756,-nan,3.30748e-05,3.65713e-05,-nan,-nan,3.67034e-15
520,1.06291e+06,0,-0.802774,-nan,3.30625e-05,3.66138e-05,-nan,-nan,3.67032e-15
521,1.06286e+06,0,-0.802793,-nan,3.30558e-05,3.66497e-05,-nan,-nan,3.6703e-15
522,1.06282e+06,0,-0.802811,-nan,3.30547e-05,3.6679e-05,-nan,-nan,3.67028e-15
523,1.06277e+06,0,-0.80283,-nan,3.30377e-05,3.67269e-05,-nan,-nan,3.67025e-15
524,1.06273e+06,0,-0.802848,-nan,3.3021e-05,3.67746e-05,-nan,-nan,3.67023e-15
525,1.06269e+06,0,-0.802865,-nan,3.30151e-05,3.68093e-05,-nan,-nan,3.6702e-15
526,1.06265e+06,0,-0.802883,-nan,3.30094e-05,3.68437e-05,-nan,-nan,3.67017e-15
527,1.0626e+06,0,-0.8029,-nan,3.30038e-05,3.68778e-05,-nan,-nan,3.67013e-15
528,1.06256e+06,0,-0.802917,-nan,3.30037e-05,3.69052e-05,-nan,-nan,3.6701e-15
529,1.06252e+06,0,-0.802934,-nan,3.30091e-05,3.69259e-05,-nan,-nan,3.67007e-15
530,1.06248e+06,0,-0.802951,-nan,3.29988e-05,3.69655e-05,-nan,-nan,3.67003e-15
